vgsales.rank,vgsales.name,vgsales.year,vgsales.genre,vgsales.publisher,vgsales.na_sales,vgsales.eu_sales,vgsales.jp_sales,vgsales.other_sales,vgsales.global_sales,vgsales.platform
14702,Gudetama: Hanjuku de Tanomuwa,2015,Action,Rocket Company,0,0,0.03,0,0.03,3DS
3595,Xenoblade Chronicles,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56,3DS
3650,Yokai Sangokushi,2016,Action,Level 5,0,0,0.55,0,0.55,3DS
3676,Rune Factory 4,2012,Role-Playing,Xseed Games,0.31,0,0.21,0.03,0.55,3DS
14628,Romance of the Three Kingdoms II,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03,3DS
14617,My Hero Academia: Battle for All,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03,3DS
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016,Role-Playing,Rocket Company,0,0,0.03,0,0.03,3DS
3745,Inazuma Eleven GO,2011,Role-Playing,Nintendo,0,0.05,0.48,0,0.54,3DS
14585,HappinessCharge PreCure! Kawarun Collection,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,3DS
14580,Young Justice: Legacy,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03,3DS
14557,Beyblade Evolution,2013,Action,Rising Star Games,0.02,0.01,0,0,0.03,3DS
3848,Final Fantasy Explorers,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52,3DS
14484,Power Rangers Super Megaforce,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.03,3DS
14482,The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,Activision,0,0.03,0,0,0.03,3DS
14480,Shantae and the Pirate's Curse,2015,Platform,Intergrow,0,0,0.03,0,0.03,3DS
14470,Langrisser: Re:Incarnation Tensei,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,0.03,3DS
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,3DS
3975,Theatrhythm: Final Fantasy,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,3DS
4019,Ridge Racer 3D,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5,3DS
4022,Resident Evil: The Mercenaries 3D,2011,Action,Capcom,0.16,0.17,0.13,0.03,0.49,3DS
4023,Super Monkey Ball 3D,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,3DS
4034,Sonic Lost World,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49,3DS
4046,Pokemon Art Academy,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,3DS
4057,Epic Mickey: Power of Illusion,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,3DS
4072,Asphalt 3D,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,3DS
4074,Steel Diver,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,3DS
14405,Zero Escape: Virtue's Last Reward,2012,Adventure,Rising Star Games,0.03,0,0,0,0.03,3DS
4093,Mario Golf: World Tour,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48,3DS
14382,Medabots 9: Metabee / Rokusho,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03,3DS
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03,3DS
4152,Bravely Second: End Layer,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,3DS
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012,Adventure,D3Publisher,0,0,0.03,0,0.03,3DS
14319,Toriko: Ultimate Survival,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03,3DS
4215,Inazuma Eleven Go 2: Chrono Stone,2012,Role-Playing,Level 5,0,0.01,0.46,0,0.47,3DS
16515,Balloon Pop 2,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01,3DS
14309,Sonic Boom: Fire & Ice,2016,Platform,Sega,0.03,0,0,0,0.03,3DS
14304,Metroid Prime: Federation Force,2016,Action,Nintendo,0.02,0.01,0.01,0,0.03,3DS
4249,Art Academy: Lessons for Everyone,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,3DS
4263,Mario & Sonic at the Rio 2016 Olympic Games,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46,3DS
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03,3DS
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,2015,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46,3DS
14282,Cooking Mama 5: Bon Appetit!,2013,Simulation,Office Create,0,0,0.03,0,0.03,3DS
4316,Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0,0.04,0.45,3DS
14276,Beyond the Labyrinth,N/A,Role-Playing,Unknown,0,0,0.03,0,0.03,3DS
4331,Dead or Alive: Dimensions,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,3DS
14262,Toushin Toshi,2014,Role-Playing,imageepoch Inc.,0,0,0.03,0,0.03,3DS
14261,Tamagotchi no Doki Doki Dream Omisecchi,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03,3DS
4370,FIFA 15,2014,Sports,Electronic Arts,0.09,0.33,0,0.03,0.45,3DS
14231,Angler's Club: Ultimate Bass Fishing 3D,2011,Sports,D3Publisher,0,0.03,0,0,0.03,3DS
14228,Yumi's Odd Odyssey,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03,3DS
14210,Detective Conan: Phantom Rhapsody,2014,Action,Namco Bandai Games,0,0,0.03,0,0.03,3DS
14193,Romance of the Three Kingdoms (3DS),2013,Strategy,Tecmo Koei,0,0,0.03,0,0.03,3DS
14170,Deer Drive: Legends,2012,Action,Maximum Family Games,0.03,0,0,0,0.03,3DS
4496,Tetris Axis,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,3DS
14158,Clash of Elementalists,2013,Action,Unknown,0,0.03,0,0,0.03,3DS
14156,Mame Goma: Shiro to Kuro no Meikyuu,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03,3DS
189,Tomodachi Life,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,3DS
14152,SpongeBob: HeroPants,2015,Platform,Activision,0.03,0,0,0,0.03,3DS
14126,Cooking Mama: My Sweets Shop,2014,Simulation,Office Create,0,0,0.03,0,0.03,3DS
4587,Hometown Story,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,3DS
14110,DoraMoji: Nobita no Kanji Daisakusen,2015,Misc,Shogakukan,0,0,0.03,0,0.03,3DS
14101,FabStyle,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03,3DS
4660,Hyrule Warriors,2016,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,3DS
4679,Attack on Titan: Humanity in Chains,2013,Action,Screenlife,0,0,0.41,0,0.41,3DS
14055,Nobunaga's Ambition II,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04,3DS
14046,Barbie and Her Sisters Puppy Rescue,2015,Action,Namco Bandai Games,0,0.03,0,0,0.04,3DS
14043,The Croods: Prehistoric Party!,2013,Misc,D3Publisher,0.01,0.02,0,0,0.04,3DS
14007,12-Sai. Koisuru Diary,2016,Adventure,Happinet,0,0,0.04,0,0.04,3DS
4784,Story of Seasons,2014,Simulation,Nintendo,0,0.13,0.26,0.01,0.4,3DS
4793,LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0,0.04,0.4,3DS
13983,Doraemon: Shin Nobita no Nihon Tanjou,2016,Misc,FuRyu,0,0,0.04,0,0.04,3DS
16497,Legends of Oz: Dorothy's Return,2014,Puzzle,N/A,0,0.01,0,0,0.01,3DS
16496,The Smurfs,N/A,Action,Unknown,0,0.01,0,0,0.01,3DS
13956,Monster High: New Ghoul in School,2015,Action,Little Orbit,0,0.03,0,0,0.04,3DS
4884,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0,0.03,0.39,3DS
4906,FIFA 12,2011,Sports,Electronic Arts,0.08,0.26,0,0.05,0.39,3DS
4919,Project X Zone,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,3DS
13933,Corpse Party: Blood Covered - Repeated Fear,2015,Adventure,5pb,0,0,0.04,0,0.04,3DS
4926,Combat of Giants: Dinosaurs 3D,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,3DS
13920,Rodea the Sky Soldier,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,3DS
4958,Madden NFL Football,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,3DS
13889,Famicom Remix Best Choice,2015,Action,Nintendo,0,0,0.04,0,0.04,3DS
4971,Samurai Warriors Chronicles,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,3DS
4979,One Piece: Unlimited World Red,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38,3DS
13869,Paddington: Adventures in London,2015,Puzzle,Koch Media,0,0.04,0,0,0.04,3DS
5012,Raving Rabbids: Travel in Time 3D,2011,Platform,Ubisoft,0.11,0.23,0,0.04,0.38,3DS
5023,Phoenix Wright: Ace Attorney - Dual Destinies,2013,Adventure,Capcom,0,0,0.38,0,0.38,3DS
5028,Metal Gear Solid: Snake Eater 3D,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,3DS
13847,Haikyu!! Cross Team Match!,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,3DS
5054,Etrian Odyssey IV: Legends of the Titans,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38,3DS
5075,Pro Evolution Soccer 2011 3D,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,3DS
5076,Shin Megami Tensei: Devil Survivor Overclocked,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,0.38,3DS
5147,Theatrhythm Final Fantasy: Curtain Call,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,3DS
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014,Adventure,Happinet,0,0,0.04,0,0.04,3DS
13729,Unchained Blades,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,3DS
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,3DS
5289,Fossil Fighters: Frontier,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35,3DS
13685,Horses 3D,2012,Misc,Ubisoft,0.04,0,0,0,0.04,3DS
5399,Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,3DS
13655,Gravity Falls: Legend of the Gnome Gemulets,2015,Action,Ubisoft,0.03,0,0,0,0.04,3DS
5418,Angry Birds Star Wars,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34,3DS
13654,Doki Doki! PreCure Narikiri Life!,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,3DS
13619,Hana to Ikimo no Rittai Zukan,2011,Misc,Nintendo,0,0,0.04,0,0.04,3DS
13600,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,Action,FuRyu,0,0,0.04,0,0.04,3DS
13598,Card Fight!! Vanguard G: Stride to Victory!!,2016,Misc,FuRyu,0,0,0.04,0,0.04,3DS
235,Luigi's Mansion: Dark Moon,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,3DS
16475,Azure Striker Gunvolt: Striker Pack,2016,Action,Inti Creates,0,0,0.01,0,0.01,3DS
13584,Riding Stables: The Whitakers present Milton and Friends,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04,3DS
5556,Dragon Ball Z: Extreme Butoden,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,3DS
13556,Yowamushi Pedal,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,3DS
13538,Gem Smashers,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04,3DS
13498,Nobunaga's Ambition (3DS),2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04,3DS
5717,Bust-A-Move Universe,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,3DS
5727,Hatsune Miku: Project Mirai DX,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31,3DS
5728,Dragon Ball Heroes: Ultimate Mission 2,2014,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,3DS
13443,LEGO Friends,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.05,3DS
5765,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014,Action,Namco Bandai Games,0,0,0.31,0,0.31,3DS
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,2011,Misc,Capcom,0,0,0.05,0,0.05,3DS
13409,Hero Bank 2,2014,Role-Playing,Sega,0,0,0.05,0,0.05,3DS
13407,Centipede: Infestation,2011,Shooter,Atari,0.04,0,0,0,0.05,3DS
16471,Exstetra,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01,3DS
13399,Mahjong 3D: Warriors of the Emperor,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05,3DS
5821,LEGO Legends of Chima: Laval's Journey,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31,3DS
5873,Tom Clancy's Splinter Cell 3D,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,3DS
5895,One Piece Unlimited Cruise SP,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,3DS
5909,Shin Megami Tensei: Devil Summoner - Soul Hackers,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3,3DS
5915,Harvest Moon: The Tale of Two Towns,N/A,Simulation,Unknown,0.28,0,0,0.02,0.3,3DS
13306,Gaist Crusher,2013,Action,Capcom,0,0,0.05,0,0.05,3DS
6022,FIFA Soccer 13,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,3DS
13275,Detective Conan: Marionette Symphony,2013,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,3DS
6042,Disney Infinity,2013,Action,Disney Interactive Studios,0.16,0.1,0,0.02,0.29,3DS
6045,Sonic Boom: Shattered Crystal,2014,Action,Sega,0.17,0.09,0,0.03,0.29,3DS
6068,Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.12,0.15,0,0.02,0.29,3DS
6072,Dragon Ball Heroes: Ultimate Mission,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,3DS
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015,Action,Alchemist,0,0,0.05,0,0.05,3DS
269,The Legend of Zelda: Ocarina of Time,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,3DS
13190,G1 Grand Prix,2012,Action,Genki,0,0,0.05,0,0.05,3DS
6206,Moshi Monsters: Moshlings Theme Park,2012,Misc,Activision,0.13,0.13,0,0.03,0.28,3DS
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05,3DS
13157,Guild 01,2012,Action,Level 5,0,0,0.05,0,0.05,3DS
6258,Kobitodzukan: Kobito Kansatsu Set,2012,Misc,Nippon Columbia,0,0,0.28,0,0.28,3DS
16465,Outdoors Unleashed: Alaska 3D,2011,Sports,Mastiff,0.01,0,0,0,0.01,3DS
6311,Rhythm Thief & the Emperor's Treasure,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,3DS
16463,"Horse Life 4: My Horse, My Friend, My Champion",2015,Action,Unknown,0,0.01,0,0,0.01,3DS
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,2012,Action,Nintendo,0,0,0.27,0,0.27,3DS
16456,Winx Club: Saving Alfea,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,3DS
6392,Ace Attorney 6,2016,Adventure,Capcom,0,0,0.27,0,0.27,3DS
6395,Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,3DS
6409,Ultimate NES Remix,2014,Action,Unknown,0.15,0.09,0,0.02,0.27,3DS
6462,Aikatsu! 2-nin no My Princess,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,3DS
6482,Inazuma Eleven GO 3: Galaxy,2013,Sports,Level 5,0,0,0.26,0,0.26,3DS
6510,Skylanders: Trap Team,2014,Action,Activision,0.14,0.1,0,0.02,0.26,3DS
6518,Etrian Odyssey Untold: The Millennium Girl,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,3DS
309,Monster Hunter 4 Ultimate,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,3DS
12956,Culdcept Revolt,2016,Strategy,Nintendo,0,0,0.05,0,0.05,3DS
6628,Zoo Resort 3D,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,3DS
12941,Minna no Ennichi,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,3DS
6663,FIFA 14,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.25,3DS
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013,Action,Namco Bandai Games,0,0,0.05,0,0.05,3DS
12918,New Prince of Tennis: Go to the Top,2015,Action,FuRyu,0,0,0.05,0,0.05,3DS
12889,Goosebumps: The Game,2015,Adventure,WayForward Technologies,0.05,0,0,0.01,0.05,3DS
6712,The Legend of Legacy,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25,3DS
6766,How to Train Your Dragon 2,2014,Adventure,Little Orbit,0.04,0.19,0,0.02,0.25,3DS
322,Nintendogs + cats,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,3DS
6802,Ace Combat: Assault Horizon Legacy,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,3DS
12810,Pro Yakyuu Famista 2011,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06,3DS
6828,Skylanders SWAP Force,2013,Platform,Activision,0.1,0.12,0,0.02,0.24,3DS
6841,Stella Glow,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,3DS
12787,Ken to Mahou to Gakuen Mono. 3D,2011,Role-Playing,Acquire,0,0,0.06,0,0.06,3DS
12785,Yuugen Gaisha Brave Company,2011,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,3DS
6892,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.02,0.24,3DS
6902,Chibi-Robo! Zip Lash,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,3DS
12749,Girls RPG: Cinderellife,2012,Role-Playing,Level 5,0,0,0.06,0,0.06,3DS
6963,Etrian Mystery Dungeon,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,3DS
6979,Girls Mode 3: Kirakira Code,2015,Action,Nintendo,0,0,0.23,0,0.23,3DS
12685,Sumikko Gurashi: Mura o Tsukurundesu,2016,Misc,Nippon Columbia,0,0,0.06,0,0.06,3DS
7071,WWE All Stars,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,3DS
7075,Wipeout 2,2011,Misc,Activision,0.22,0,0,0.01,0.23,3DS
7133,Cars 2,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23,3DS
7166,Hatsune Miku: Project Mirai 2,2013,Action,Sega,0,0,0.22,0,0.22,3DS
7197,Shinobi,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,3DS
12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,3DS
12614,Lord of Magna: Maiden Heaven,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,3DS
12610,Magi: Aratanaru Sekai,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,3DS
12604,Metal Max 4: Gekkou no Diva,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0,0.06,3DS
12599,Doraemon: Nobita no Uchuu Eiyuuki,2015,Action,FuRyu,0,0,0.06,0,0.06,3DS
7273,Spirit Camera: The Cursed Memoir,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,3DS
16426,SoniPro,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01,3DS
7292,Code Name: S.T.E.A.M.,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,3DS
12559,JoJo's Bizarre Adventure: All Star Battle,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06,3DS
7329,Transformers: Dark of the Moon,2011,Action,Activision,0.16,0.04,0,0.02,0.21,3DS
12541,Toriko: Gourmet Battle!,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,3DS
7348,Magician's Quest: Town of Magic,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21,3DS
12522,Smile PreCure! Let's Go! Marchen World,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,3DS
7389,Senran Kagura 2: Deep Crimson,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,3DS
7419,Heroes of Ruin,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,3DS
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,3DS
7483,Little Battlers eXperience: Baku Boost,2012,Action,Nintendo,0,0,0.21,0,0.21,3DS
7488,LEGO Ninjago: Shadow of Ronin,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21,3DS
7513,Frogger 3D,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2,3DS
12443,Nicola Kanshuu: Model * Oshare Audition 2,2011,Action,Alchemist,0,0,0.06,0,0.06,3DS
12434,Zero Escape: Zero Time Dilemma,2016,Adventure,Aksys Games,0.04,0,0.01,0.01,0.06,3DS
7546,Tekken 3D: Prime Edition,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,3DS
12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,3DS
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,2013,Shooter,Activision,0,0.06,0,0,0.06,3DS
12407,A-Train: City Simulator,2014,Simulation,ArtDink,0,0,0.06,0,0.06,3DS
7631,Code of Princess,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,3DS
12375,Mario vs. Donkey Kong: Tipping Stars,2015,Puzzle,Nintendo,0,0,0.06,0,0.06,3DS
12370,The Amazing Spider-Man 2 (2014),2014,Action,Activision,0.03,0.03,0,0,0.06,3DS
12361,Game Center CX: 3-Choume no Arino,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,3DS
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,2016,Action,GungHo,0,0,0.2,0,0.2,3DS
7720,Aikatsu! Cinderella Lesson,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,3DS
7723,Mega Man Legacy Collection,2016,Platform,Capcom,0.13,0,0.05,0.02,0.2,3DS
7726,WipeOut 3 The Game,2012,Action,Activision,0.18,0,0,0.01,0.2,3DS
12313,Dynasty Warriors Vs,2012,Action,Ackkstudios,0,0,0.06,0,0.06,3DS
7772,Pac-Man & Galaga Dimensions,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,3DS
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015,Action,Capcom,0,0,0.19,0,0.19,3DS
7789,New Love Plus,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0,0.19,3DS
7804,Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,3DS
7814,Story of Seasons: Good Friends of the Three Villages,2016,Simulation,Marvelous Interactive,0,0,0.19,0,0.19,3DS
7851,SpongeBob SquigglePants 3D,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,3DS
7858,The Amazing Spider-Man (Console Version),2012,Action,Activision,0.15,0.03,0,0.01,0.19,3DS
12245,Cardfight!! Vanguard: Lock On Victory!!,2014,Misc,FuRyu,0,0,0.07,0,0.07,3DS
7868,Disney Magic World 2,2015,Action,Nintendo,0,0,0.19,0,0.19,3DS
12237,12-Sai. Honto no Kimochi,2014,Adventure,Happinet,0,0,0.07,0,0.07,3DS
12236,Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.07,3DS
12220,Gundam Try Age SP,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,3DS
7910,Pet Zombies,N/A,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.19,3DS
7915,NASCAR Unleashed,2011,Racing,Activision,0.18,0,0,0.01,0.19,3DS
7953,Kuma-Tomo,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,3DS
7960,Reel Fishing Paradise 3D,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.01,0.19,3DS
7971,Pro Evolution Soccer 2014,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19,3DS
12169,Penguins of Madagascar,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07,3DS
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,2015,Action,FuRyu,0,0,0.07,0,0.07,3DS
12147,Transformer: Rise of the Dark Spark (3DS),2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07,3DS
384,Monster Hunter 4,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,3DS
8060,Hatsune Miku and Future Stars: Project Mirai,2012,Misc,Sega,0,0,0.18,0,0.18,3DS
8065,LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18,3DS
12117,Lost Heroes 2,2015,Action,Namco Bandai Games,0,0,0.07,0,0.07,3DS
8080,Super Robot Taisen UX,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,3DS
12094,Moshi Monsters: Katsuma Unleashed,2013,Action,Activision,0.03,0.04,0,0,0.07,3DS
8120,Daigasso! Band Brothers P,2013,Misc,Nintendo,0,0,0.18,0,0.18,3DS
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,2014,Action,Nippon Columbia,0,0,0.07,0,0.07,3DS
8142,Pro Evolution Soccer 2013,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,3DS
16414,Teenage Mutant Ninja Turtles (3DS),2013,Action,Activision,0.01,0,0,0,0.01,3DS
8216,Yu-Gi-Oh! Zexal World Duel Carnival,2013,Misc,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17,3DS
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,2013,Action,FuRyu,0,0,0.07,0,0.07,3DS
12019,Cut the Rope,2014,Puzzle,Activision,0.06,0,0,0.01,0.07,3DS
8295,Shin Megami Tensei IV: Final,2016,Role-Playing,Deep Silver,0.03,0,0.14,0,0.17,3DS
11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,3DS
11973,Pro Yaky? Spirits 2011,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,3DS
8328,Transformers: Prime,2012,Action,Activision,0.13,0.03,0,0.01,0.17,3DS
